fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
2019-09-30,USD,1160000000,1482000000,354000000,146000000,423000000,150000000,None,207000000,2000000,-168000000,2000000,168000000,254000000,-5000000,None,55000000,267000000,-5000000,168000000,243000000,242000000,423000000,490000000,272000000,CCI
2019-06-30,USD,1179000000,1447000000,299000000,137000000,389000000,155000000,None,161000000,1000000,-164000000,1000000,164000000,1477000000,0,None,393000000,242000000,-4000000,165000000,216000000,216000000,389000000,812000000,246000000,CCI
2019-03-31,USD,1143000000,1408000000,283000000,124000000,367000000,152000000,None,158000000,2000000,-164000000,-166000000,164000000,1425000000,-1000000,None,394000000,204000000,-6000000,165000000,193000000,193000000,367000000,777000000,210000000,CCI
2018-12-31,USD,1419000000,1406000000,288000000,135000000,367000000,145000000,None,153000000,2000000,164000000,None,-164000000,0,1000000,None,390000000,180000000,-5000000,0,201000000,201000000,367000000,756000000,185000000,CCI
2018-09-30,USD,1103000000,1361000000,272000000,118000000,346000000,145000000,None,153000000,1000000,-155000000,None,155000000,1343000000,1000000,None,385000000,131000000,-5000000,187000000,151000000,151000000,346000000,712000000,136000000,CCI
2018-06-30,USD,1745000000,1319000000,598000000,98000000,335000000,138000000,None,144000000,1000000,-153000000,None,153000000,1166000000,0,None,379000000,147000000,-5000000,156000000,170000000,169000000,335000000,721000000,152000000,CCI
2018-03-31,USD,1656000000,1284000000,570000000,85000000,335000000,134000000,None,137000000,1000000,-155000000,None,155000000,1082000000,-1000000,None,374000000,82000000,-4000000,226000000,100000000,100000000,335000000,650000000,86000000,CCI
2017-12-31,USD,1238090000,1238000000,586199000,89000000,267000000,126000000,None,147604000,6176000,416429000,None,-416429000,0,-2000000,None,362211000,83000000,-15000000,0,20000000,21000000,267000000,622072000,98000000,CCI
2017-09-30,USD,1313279000,1063000000,493458000,107000000,261000000,100000000,None,106084000,11188000,-149264000,None,149264000,892763000,0,None,296033000,113000000,-2000000,149264000,115000000,115000000,261000000,565375000,115000000,CCI
2017-06-30,USD,1293942000,1038000000,475970000,373907000,259000000,98000000,None,102063000,1027000,-137229000,None,137229000,868806000,-1000000,None,295615000,107000000,-5000000,137229000,112000000,113000000,259000000,551616000,112000000,CCI
2017-03-31,USD,1274223000,1016000000,465194000,363825000,257000000,101000000,None,101369000,370000,-129936000,None,129936000,853411000,6000000,None,288549000,115000000,-4000000,133461000,119000000,119000000,257000000,541992000,119000000,CCI
2016-12-31,USD,1032416000,661282000,501856000,-631289000,262038000,92091000,None,109624000,342000,371134000,None,-371134000,0,-4377000,None,273826000,128793000,4084000,0,124737000,123880000,262038000,521946000,124709000,CCI
2021-07-31,CAD,None,7684000000,None,None,None,2131000000,None,None,None,4217000000,6101000000,1884000000,None,None,None,373000000,3280000000,738000000,None,2542000000,None,5083000000,5456000000,2461000000,BNS
2021-04-30,USD,None,7623000000,None,None,None,2128000000,None,None,None,4176000000,6187000000,2011000000,None,None,None,375000000,3198000000,742000000,None,2456000000,None,5119000000,5494000000,2366000000,BNS
2021-01-31,USD,None,8015000000,None,None,None,2228000000,None,None,None,4351000000,6512000000,2161000000,None,None,None,380000000,3100000000,702000000,None,2398000000,None,5171000000,5551000000,2308000000,BNS
2020-10-31,CAD,None,7456000000,None,None,None,2071000000,None,5768000000,None,4258000000,6652000000,2394000000,None,None,None,407000000,2317000000,418000000,None,1899000000,None,4639000000,5046000000,1827000000,BNS
2020-07-31,USD,None,7692000000,None,None,None,2171000000,None,6530000000,None,4253000000,6986000000,2733000000,None,None,None,377000000,1535000000,231000000,None,1304000000,None,4319000000,4696000000,1355000000,BNS
2020-04-30,USD,None,7896000000,None,None,None,2303000000,None,7002000000,None,4417000000,7838000000,3421000000,None,None,None,363000000,1747000000,423000000,None,1324000000,None,1747000000,None,1309000000,BNS
2020-01-31,USD,437188521.14,8050000000,0,0,169482507.78,2404000000,0,6983000000,None,4392000000,8236000000,3844000000,None,0,None,399000000,2797000000,471000000,None,2326000000,None,2797000000,None,2287000000,BNS
2019-10-31,CAD,462751083.38,7807000000,0,0,186254905.91,2233000000,0,6781000000,None,4336000000,8252000000,3916000000,None,0,None,271000000,2904000000,596000000,None,2308000000,None,2904000000,None,2201000000,BNS
2019-07-31,USD,435469332.42,7469000000,0,0,171592220.39,2251000000,0,6770000000,None,4374000000,8440000000,4066000000,None,0,None,276000000,2737000000,753000000,None,1984000000,None,2737000000,None,1864000000,BNS
2019-04-30,CAD,374327573.48,7633000000,0,0,155780767.95,2145000000,0,6624000000,None,4193000000,8101000000,3908000000,None,0,None,258000000,2884000000,625000000,None,2259000000,None,2884000000,None,2189000000,BNS
2019-01-31,USD,264886804.41,7475000000,0,0,105135089.37,2273000000,0,6439000000,None,4274000000,7991000000,3717000000,None,0,None,248000000,2745000000,498000000,None,2247000000,None,2745000000,None,2136000000,BNS
2018-10-31,USD,5213226909.92,7279000000,0.02,0.02,2123907259.60,2095000000,0,6278000000,None,None,None,3500000000,None,0,None,233000000,2794000000,523000000,None,1726339794.75,None,2794000000,None,2179000000,BNS
2018-07-31,USD,4795879142,7055000000,13.69,13.69,1897439840.09,1985000000,0,5949000000,None,None,None,3046000000,None,0,None,212000000,2468000000,529000000,None,1490735757.67,None,2468000000,None,1983000000,BNS
2018-04-30,USD,5080996884.74,6904000000,430840428.12,430840428.12,2179127725.86,2015000000,0,5523000000,None,None,None,2785000000,None,None,None,204000000,2798000000,621000000,None,1695482866.04,None,2798000000,None,2107000000,BNS
2018-01-31,USD,5313844904.59,6978000000,2403572878.60,2403572878.60,2469346325.62,1807000000,0,5210000000,None,None,None,2545000000,None,None,None,199000000,3046000000,709000000,None,1897685749.09,None,3046000000,None,2279000000,BNS
2017-10-31,USD,-24545242899.27,6715000000,2216358839.05,2216358839.05,2089088933.73,1917000000,0,5295000000,None,None,None,2416000000,None,None,None,195000000,2608000000,538000000,None,4376843085.52,None,2608000000,None,2015000000,BNS
2017-07-31,USD,-17780270855.04,6781000000,2193284718.33,2193284718.33,2256591073,1953000000,0,4950000000,None,None,None,2285000000,None,None,None,191000000,2649000000,546000000,None,-2632422469.75,None,2649000000,None,2045000000,BNS
2017-04-30,USD,4381258679.92,6483000000,1893136466.63,1893136466.63,1863898837.80,1950000000,0,4727000000,None,None,None,2106000000,None,None,None,188000000,2393000000,332000000,None,1506468825.38,None,2393000000,None,1997000000,BNS
2017-01-31,USD,-3359938603.22,6769000000,1958557175.75,1958557175.75,2120491174.21,1992000000,0,4743000000,None,None,None,2085000000,None,None,None,187000000,2626000000,617000000,None,2498081350.73,None,2626000000,None,1948000000,BNS
2016-10-31,USD,17850857568.98,6634000000,1847874720.36,1847874720.36,2290827740.49,1858000000,0,4772000000,None,None,None,2046000000,None,None,None,183000000,2551000000,540000000,None,5494407158.84,None,2551000000,None,1939000000,BNS
2016-07-31,USD,3531966775.89,6543000000,1879143488.53,1879143488.53,2084127105.08,1860000000,0,4696000000,None,None,None,2018000000,None,None,None,173000000,2564000000,605000000,None,2083365084.20,None,2564000000,None,1897000000,BNS
2021-09-30,USD,2284000000,3175000000,891000000,247000000,1436000000,13000000,None,1809000000,None,-177000000,-173000000,4000000,3352000000,None,367000000,367000000,1279000000,311000000,4000000,968000000,985000000,1436000000,1823000000,968000000,CSX
2021-06-30,USD,2359000000,3176000000,817000000,194000000,1691000000,27000000,None,959000000,None,-181000000,-177000000,4000000,3357000000,20000000,348000000,348000000,1530000000,357000000,4000000,1173000000,1152000000,1691000000,2059000000,1173000000,CSX
2021-03-31,USD,1790000000,2632000000,842000000,190000000,1101000000,32000000,None,1741000000,None,-184000000,-182000000,2000000,2816000000,20000000,345000000,345000000,937000000,231000000,2000000,706000000,774000000,1101000000,1466000000,706000000,CSX
2020-12-31,USD,1807000000,2655000000,848000000,297000000,1215000000,-3000000,None,1605000000,None,-189000000,None,189000000,2844000000,-10000000,347000000,347000000,994000000,234000000,49000000,760000000,742000000,1215000000,1530000000,760000000,CSX
2020-09-30,USD,1748000000,2461000000,713000000,119000000,1141000000,20000000,None,1527000000,None,-187000000,-183000000,4000000,2648000000,14000000,348000000,348000000,968000000,232000000,4000000,736000000,770000000,1141000000,1503000000,736000000,CSX
2020-06-30,USD,1478000000,2064000000,586000000,91000000,828000000,-12000000,None,1415000000,None,-191000000,-190000000,1000000,2255000000,15000000,344000000,344000000,652000000,153000000,1000000,499000000,519000000,828000000,1187000000,499000000,CSX
2020-03-31,USD,1864000000,2686000000,822000000,192000000,1178000000,24000000,None,1683000000,None,-187000000,-193000000,-6000000,2873000000,None,344000000,344000000,1013000000,243000000,-6000000,770000000,773000000,1178000000,1544000000,770000000,CSX
2019-12-31,USD,2885000000,2885000000,1023000000,355000000,1154000000,31000000,None,1654000000,None,-189000000,-189000000,189000000,2885000000,16000000,344000000,344000000,981000000,210000000,12000000,1154000000,700000000,1154000000,1514000000,771000000,CSX
2019-09-30,USD,2104000000,2978000000,874000000,223000000,1287000000,13000000,None,1691000000,None,-186000000,-198000000,-12000000,2978000000,24000000,338000000,338000000,1125000000,269000000,-12000000,856000000,863000000,1287000000,1649000000,856000000,CSX
2019-06-30,USD,2162000000,3061000000,899000000,234000000,1305000000,17000000,None,1756000000,None,-184000000,-183000000,1000000,3061000000,25000000,337000000,337000000,1146000000,276000000,1000000,870000000,874000000,1305000000,1667000000,870000000,CSX
2019-03-31,USD,2113000000,3031000000,918000000,233000000,1219000000,13000000,None,1794000000,None,-178000000,-169000000,9000000,3040000000,23000000,330000000,330000000,1064000000,230000000,9000000,834000000,836000000,1219000000,1572000000,834000000,CSX
2018-12-31,USD,3143000000,3143000000,1075000000,398000000,1249000000,13000000,None,1894000000,None,-621000000,None,171000000,3143000000,20000000,345000000,345000000,1098000000,255000000,-18000000,1249000000,700000000,1249000000,1614000000,843000000,CSX
2018-09-30,USD,2134000000,3110000000,976000000,268000000,1293000000,13000000,None,1836000000,None,3000000,None,-3000000,3129000000,19000000,334000000,334000000,1150000000,256000000,-3000000,894000000,901000000,1293000000,1646000000,894000000,CSX
2018-06-30,USD,2151000000,3102000000,951000000,270000000,1283000000,12000000,None,1819000000,None,128000000,None,-128000000,3102000000,18000000,329000000,329000000,1144000000,267000000,-128000000,877000000,881000000,1283000000,1630000000,877000000,CSX
2018-03-31,USD,4684000000,2876000000,951000000,255000000,1044000000,696000000,None,1832000000,None,-149000000,None,149000000,2908000000,17000000,323000000,323000000,912000000,217000000,149000000,695000000,596000000,1061000000,1384000000,695000000,CSX
2017-12-31,USD,2863000000,2863000000,1159000000,440000000,1126000000,665000000,None,1737000000,None,-140000000,None,140000000,2863000000,21000000,337000000,337000000,983000000,-3157000000,140000000,1121000000,4215000000,1123000000,1460000000,4140000000,CSX
2017-09-30,USD,1688000000,2725000000,923000000,205000000,868000000,717000000,None,1875000000,None,-132000000,None,132000000,2743000000,None,331000000,331000000,750000000,291000000,132000000,459000000,467000000,882000000,1213000000,459000000,CSX
2017-06-30,USD,1733000000,2933000000,1063000000,198000000,957000000,743000000,None,1976000000,None,-137000000,None,137000000,2933000000,None,327000000,327000000,827000000,317000000,137000000,510000000,575000000,964000000,1291000000,510000000,CSX
2017-03-31,USD,1552000000,2869000000,1180000000,218000000,769000000,789000000,None,2100000000,None,-137000000,None,137000000,2871000000,None,320000000,320000000,582000000,220000000,137000000,362000000,368000000,719000000,1039000000,362000000,CSX
2016-12-31,USD,3037000000,3037000000,1299000000,447000000,1004000000,852000000,None,2009000000,None,-156000000,None,156000000,9000000,None,348000000,348000000,751000000,293000000,386000000,1004000000,457000000,907000000,1255000000,458000000,CSX
2021-09-30,USD,3269000000,35683000000,32414000000,30057000000,1342000000,2947000000,None,2947000000,60000000,-439000000,63000000,439000000,35683000000,22000000,1839000000,1520000000,1895000000,63000000,439000000,1822000000,1855000000,1342000000,5191000000,1832000000,F
2021-06-30,USD,1739000000,26752000000,25013000000,22904000000,-22000000,2877000000,None,2877000000,64000000,-1382000000,64000000,1446000000,26752000000,26000000,1536000000,1182000000,743000000,182000000,None,553000000,663000000,-22000000,3371000000,561000000,F
2021-03-31,USD,4736000000,36228000000,31492000000,29297000000,2464000000,2843000000,None,2677000000,72000000,-2028000000,72000000,2100000000,35878000000,-45000000,2103000000,1742000000,3942000000,680000000,None,3262000000,3186000000,2464000000,7784000000,3262000000,F
2020-12-31,USD,35952000000,35952000000,41989000000,33075000000,-2442000000,3530000000,None,14647000000,78000000,-3876000000,91000000,3876000000,35761000000,21000000,2081000000,1725000000,-4829000000,-1019000000,5051000000,-3810000000,-2469000000,-2442000000,181000000,-3810000000,F
2020-09-30,USD,4289000000,37501000000,33212000000,31223000000,2351000000,2266000000,None,2266000000,90000000,-498000000,-54000000,498000000,37501000000,43000000,1868000000,1520000000,2751000000,366000000,0,2390000000,2243000000,2351000000,6430000000,2385000000,F
2020-06-30,USD,18000000,19371000000,19353000000,17932000000,-2759000000,1965000000,None,1965000000,122000000,-316000000,134000000,2683000000,19370000000,34000000,2358000000,2070000000,1083000000,-34000000,1000000,1118000000,1107000000,-2759000000,5836000000,1117000000,F
2020-03-31,USD,1216000000,34320000000,33104000000,30522000000,-1558000000,2432000000,None,2420000000,162000000,-88000000,162000000,3174000000,33982000000,18000000,2444000000,2142000000,-1146000000,847000000,0,-1993000000,-2726000000,-1558000000,4170000000,-1993000000,F
2019-12-31,USD,39715000000,39715000000,43358000000,34812000000,-457000000,2992000000,None,13878000000,197000000,-61000000,197000000,2626000000,39871000000,-26000000,2379000000,2071000000,-3200000000,-764000000,5410000000,-2436000000,-1558000000,-457000000,2261000000,-2436000000,F
2019-09-30,USD,2086000000,36990000000,34904000000,32282000000,-261000000,2601000000,None,2601000000,202000000,-79000000,202000000,2649000000,36989000000,25000000,2322000000,None,-17000000,-442000000,1000000,423000000,19000000,-261000000,2632000000,425000000,F
2019-06-30,USD,2471000000,38853000000,36382000000,33657000000,90000000,2725000000,None,2725000000,207000000,-38000000,206000000,2625000000,38800000000,88000000,2559000000,None,203000000,55000000,53000000,150000000,213000000,90000000,2828000000,148000000,F
2019-03-31,USD,3557000000,40342000000,36785000000,33942000000,1202000000,2843000000,None,2843000000,203000000,-62000000,33000000,2600000000,40342000000,19000000,2429000000,None,1573000000,427000000,0,1183000000,1011000000,1202000000,4173000000,1146000000,F
